YearBuilt,ExteriorCondition,GarageCondition,LotArea,FullBath,SalePrice,Fireplaces,TotalRooms,Street,HouseStyle,GarageType,Neighborhood,Latitude,Longitude
1982,Typical,Typical,7252,1,134900,0,5,Pave,SFoyer,Detchd,Sawyer,42.030628,-93.671849
1984,Typical,Typical,7400,1,152000,0,5,Pave,SFoyer,Attchd,Sawyer,42.030552,-93.671905
1967,Typical,Typical,8789,1,129200,1,6,Pave,One_Story,Attchd,Sawyer,42.034663,-93.671926
1967,Typical,Typical,6173,1,125500,0,6,Pave,One_Story,Attchd,Sawyer,42.034819,-93.671941
1875,Good,No_Garage,6342,1,94000,0,6,Pave,One_and_Half_Fin,No_Garage,Sawyer,42.034451,-93.672036
1963,Typical,Typical,7500,1,133000,0,5,Pave,One_Story,Attchd,Sawyer,42.03457,-93.672067
1967,Good,Typical,9819,1,122000,0,5,Pave,One_Story,Detchd,Sawyer,42.034856,-93.672096
1977,Typical,Typical,8197,1,143500,1,7,Pave,One_Story,Attchd,Sawyer,42.030591,-93.672119
1940,Typical,Typical,12342,1,82500,0,4,Pave,One_Story,Detchd,Edwards,42.0240278,-93.6721573
1964,Typical,Typical,14299,1,115400,0,5,Pave,One_Story,Detchd,Sawyer,42.034453,-93.672207
2003,Typical,Typical,7301,3,198500,1,7,Pave,SFoyer,BuiltIn,Edwards,42.018988,-93.672234
1978,Typical,Typical,13014,1,157500,1,6,Pave,SLvl,Attchd,Sawyer,42.032365,-93.672241
1978,Typical,Typical,7844,1,149500,1,6,Pave,Two_Story,Attchd,Sawyer,42.032216,-93.672278
1978,Typical,Typical,11184,2,172500,1,7,Pave,Two_Story,Attchd,Sawyer,42.032367,-93.672288
1968,Typical,Typical,7476,1,145000,0,5,Pave,One_Story,Detchd,Sawyer,42.035675,-93.672318
2003,Typical,Typical,7162,2,196500,1,8,Pave,Two_Story,BuiltIn,Edwards,42.01899,-93.672379
1957,Typical,Typical,11341,1,121500,1,5,Pave,One_Story,Detchd,Sawyer,42.03237,-93.672381
2003,Typical,Typical,6931,2,165400,1,7,Pave,Two_Story,BuiltIn,Edwards,42.018991,-93.672408
1963,Typical,Typical,8638,1,133500,0,5,Pave,One_Story,Detchd,Sawyer,42.035841,-93.672411
1963,Typical,Typical,6360,1,119916,0,5,Pave,One_Story,Attchd,Sawyer,42.035703,-93.672503
1978,Typical,Typical,11616,2,158900,1,6,Pave,Two_Story,Attchd,Sawyer,42.03128,-93.672523
1978,Typical,Typical,7176,1,160500,1,6,Pave,SLvl,Detchd,Sawyer,42.031347,-93.672645
1978,Typical,Typical,8014,1,149900,1,5,Pave,SFoyer,Basment,Sawyer,42.031342,-93.672651
1978,Typical,Typical,7703,1,153000,1,6,Pave,SFoyer,Basment,Sawyer,42.031348,-93.672718
1940,Typical,No_Garage,13907,1,108000,1,6,Pave,One_Story,No_Garage,Edwards,42.02099,-93.673137
2005,Typical,Typical,7023,2,171500,0,6,Pave,Two_Story,BuiltIn,Edwards,42.018922,-93.67318
1990,Good,No_Garage,11841,1,118500,0,5,Grvl,SFoyer,No_Garage,Edwards,42.019926,-93.673197
2005,Typical,Typical,7024,1,176000,0,5,Pave,One_Story,Attchd,Edwards,42.01883,-93.673251
2005,Typical,Typical,7024,1,157000,0,5,Pave,One_Story,Attchd,Edwards,42.018873,-93.673253
1967,Typical,Typical,11625,1,113500,1,6,Pave,One_Story,Attchd,Sawyer,42.032388,-93.673382
1965,Typical,Typical,11625,1,131500,0,6,Pave,One_Story,Attchd,Sawyer,42.033008,-93.673401
1976,Typical,Typical,12102,1,165000,0,6,Pave,SFoyer,BuiltIn,Edwards,42.019997,-93.673447
1961,Typical,Typical,10000,1,131400,1,6,Pave,One_Story,Attchd,Sawyer,42.034595,-93.673518
1961,Typical,Typical,9945,1,128500,0,5,Pave,One_Story,Detchd,Sawyer,42.034652,-93.673518
1968,Good,Typical,11227,1,163000,2,7,Pave,Two_Story,Attchd,Sawyer,42.03136,-93.673565
1976,Typical,Typical,6500,1,135000,1,6,Pave,One_Story,Detchd,Edwards,42.019996,-93.673571
1979,Typical,Typical,20270,2,245000,2,7,Pave,One_Story,Attchd,Clear_Creek,42.02521,-93.67358
1968,Typical,Typical,10335,2,180000,1,7,Pave,One_Story,Attchd,Sawyer,42.031362,-93.673601
1961,Typical,Typical,11782,1,148000,0,6,Pave,SFoyer,Detchd,Sawyer,42.034793,-93.673669
1966,Typical,Typical,11677,1,123000,0,6,Pave,One_Story,Attchd,Sawyer,42.032385,-93.67369
1962,Good,Typical,7758,1,132500,0,6,Pave,One_Story,Detchd,Sawyer,42.035857,-93.673889
1984,Typical,Typical,11075,2,182000,1,7,Pave,One_Story,Attchd,Clear_Creek,42.02384,-93.673958
1961,Good,Typical,8100,1,135000,1,5,Pave,One_Story,Detchd,Sawyer,42.034614,-93.673965
1960,Typical,Typical,10682,1,127000,0,7,Pave,One_Story,More_Than_Two_Types,Edwards,42.0196717,-93.6739723
1962,Typical,Typical,7420,1,132000,0,6,Pave,One_Story,Detchd,Sawyer,42.035871,-93.673987
1977,Typical,Typical,10005,2,192000,1,8,Pave,Two_Story,Attchd,Clear_Creek,42.0243033,-93.6739889
1961,Typical,Typical,8499,1,141000,0,5,Pave,One_Story,Detchd,Sawyer,42.034615,-93.674051
1963,Typical,Typical,9100,1,128000,1,5,Pave,One_Story,Attchd,Sawyer,42.036039,-93.674093
1962,Typical,Typical,9100,1,129500,0,6,Pave,One_Story,Detchd,Sawyer,42.036051,-93.674167
1967,Typical,Typical,9981,1,120000,0,6,Pave,One_Story,Attchd,Sawyer,42.03156,-93.674179
2006,Typical,Typical,8536,1,155000,0,5,Pave,One_Story,Attchd,Edwards,42.018283,-93.674307
1979,Typical,Good,9555,2,141000,0,11,Pave,Two_Story,Attchd,Edwards,42.01917,-93.674327
1967,Typical,Typical,9535,1,165000,1,7,Pave,One_Story,Attchd,Sawyer,42.030702,-93.674385
1980,Typical,Typical,1700,2,148400,0,7,Pave,One_and_Half_Fin,Basment,Clear_Creek,42.023651,-93.674402
1964,Good,Typical,14149,2,165000,1,5,Pave,SLvl,Detchd,Sawyer,42.033193,-93.674417
1967,Typical,Typical,11327,1,153600,1,6,Pave,One_Story,Attchd,Sawyer,42.03224,-93.674456
1963,Typical,Typical,8480,1,132500,0,5,Pave,One_Story,Detchd,Sawyer,42.035946,-93.674475
1966,Typical,Typical,11777,1,164500,2,6,Pave,SLvl,Attchd,Sawyer,42.032304,-93.674517
1988,Typical,Typical,10029,2,211000,1,8,Pave,Two_Story,Attchd,Clear_Creek,42.024087,-93.674582
1976,Fair,Fair,6285,1,133500,1,7,Pave,SLvl,Detchd,Edwards,42.0196959,-93.6747048
2008,Typical,Typical,63887,2,160000,3,12,Pave,Two_Story,Attchd,Edwards,42.016804,-93.674898
1978,Typical,Typical,17082,2,230000,1,8,Pave,Two_Story,Attchd,Clear_Creek,42.024673,-93.675038
1976,Typical,Typical,7200,1,160500,1,6,Pave,Two_Story,Attchd,Edwards,42.018912,-93.675173
1976,Typical,Typical,7819,1,107000,1,6,Pave,SLvl,Detchd,Edwards,42.019849,-93.675175
1976,Typical,Typical,7200,1,125000,1,6,Pave,SLvl,Detchd,Edwards,42.018928,-93.675248
1976,Good,Good,7917,1,148000,1,6,Pave,One_Story,Attchd,Edwards,42.019902,-93.67525
1975,Typical,Typical,6305,1,125200,1,5,Pave,SLvl,Detchd,Edwards,42.020306,-93.675268
1977,Typical,Typical,9638,1,147000,1,6,Pave,SLvl,Attchd,Edwards,42.018852,-93.675294
1975,Typical,No_Garage,7840,2,127500,0,4,Pave,SFoyer,No_Garage,Edwards,42.020592,-93.675297
1963,Typical,Typical,8414,1,154500,0,6,Pave,One_Story,Attchd,Sawyer,42.0333,-93.675399
1963,Typical,Typical,8816,1,139000,0,5,Pave,One_Story,Detchd,Sawyer,42.033633,-93.675401
1964,Good,Typical,10366,1,132000,0,4,Pave,SLvl,Attchd,Sawyer,42.032383,-93.675408
1977,Typical,Typical,7950,1,159500,0,6,Pave,Two_Story,Attchd,Edwards,42.0186549,-93.6755239
1975,Typical,No_Garage,9400,2,127500,0,4,Pave,SFoyer,No_Garage,Edwards,42.020547,-93.675548
1963,Typical,Typical,11235,1,130000,0,6,Pave,SFoyer,Detchd,Sawyer,42.033272,-93.675549
1963,Typical,Typical,11235,1,148000,1,6,Pave,One_Story,Attchd,Sawyer,42.033521,-93.67555
1963,Typical,Typical,11235,1,148000,0,6,Pave,SFoyer,Detchd,Sawyer,42.033604,-93.675551
1964,Typical,Typical,11235,1,158450,1,6,Pave,SFoyer,Detchd,Sawyer,42.032426,-93.675559
1959,Typical,Typical,47007,3,284700,2,11,Pave,One_Story,Attchd,Edwards,42.017386,-93.675582
1966,Typical,Typical,9000,1,142500,0,6,Pave,One_Story,Attchd,Sawyer,42.031356,-93.675606
1968,Typical,Typical,8665,1,115000,0,5,Pave,One_Story,Attchd,Sawyer,42.031215,-93.675714
1961,Typical,Typical,9079,1,122000,0,5,Pave,One_Story,Attchd,Sawyer,42.035289,-93.675716
1962,Typical,Typical,9240,1,144000,1,6,Pave,One_Story,Detchd,Sawyer,42.035302,-93.675723
1962,Typical,Typical,12968,1,144000,0,4,Pave,One_Story,Detchd,Sawyer,42.035179,-93.675743
1963,Typical,Typical,9100,2,125000,0,10,Pave,One_Story,Detchd,Sawyer,42.036087,-93.675963
1996,Typical,Typical,2887,1,173000,1,6,Pave,One_Story,Attchd,Clear_Creek,42.024662,-93.676219
2008,Typical,Typical,39290,2,183850,2,15,Pave,One_Story,Attchd,Edwards,42.0164532,-93.6762195
1963,Good,Typical,8308,1,110000,0,4,Pave,One_Story,Detchd,Edwards,42.021221,-93.676222
2007,Typical,Typical,40094,3,184750,1,11,Pave,Two_Story,BuiltIn,Edwards,42.016642,-93.676241
1971,Typical,Typical,115149,2,302000,2,5,Pave,One_Story,Attchd,Clear_Creek,42.02868,-93.676272
1974,Typical,Typical,13350,1,142500,1,5,Pave,One_Story,Attchd,Sawyer,42.028836,-93.676352
1951,Typical,Typical,8877,1,102000,0,6,Pave,One_Story,Detchd,Edwards,42.020342,-93.676361
1962,Typical,Typical,9750,1,110000,0,5,Pave,One_Story,Detchd,Sawyer,42.035806,-93.676364
1959,Typical,Typical,17755,1,149900,2,6,Pave,One_Story,Attchd,Edwards,42.020995,-93.676369
1948,Typical,Fair,11792,1,64000,0,5,Pave,One_and_Half_Fin,Detchd,Edwards,42.021163,-93.676372
1938,Typical,Fair,8877,1,100000,1,3,Pave,One_Story,Detchd,Edwards,42.021219,-93.676372
1968,Typical,Typical,11553,1,158000,1,7,Pave,One_Story,Attchd,Sawyer,42.030611,-93.676455
2007,Typical,Typical,13286,2,320000,1,8,Pave,One_Story,Attchd,Edwards,42.017026,-93.676608
1969,Typical,Typical,9364,1,158000,0,7,Pave,Two_Story,Attchd,Sawyer,42.029731,-93.676654
1968,Good,Typical,8246,1,154000,1,6,Pave,One_Story,Attchd,Sawyer,42.03069,-93.676659
1968,Typical,Typical,7832,1,137250,0,4,Pave,One_Story,Detchd,Sawyer,42.030519,-93.676674
1986,Typical,Typical,5271,1,190000,1,6,Pave,One_Story,Attchd,Clear_Creek,42.024705,-93.676681
1968,Typical,Typical,8724,1,129000,1,5,Pave,One_Story,Attchd,Sawyer,42.029786,-93.676681
1966,Typical,Typical,7162,1,109900,0,6,Pave,One_Story,Attchd,Sawyer,42.031571,-93.676873
1966,Typical,Typical,7094,1,125000,0,5,Pave,One_Story,Detchd,Sawyer,42.031533,-93.676953
1977,Typical,Typical,6285,1,120750,0,5,Pave,One_Story,Detchd,Sawyer,42.034678,-93.677007
1977,Typical,Typical,7064,1,135000,0,6,Pave,One_Story,Detchd,Sawyer,42.034747,-93.677008
1977,Typical,Typical,8471,1,151000,1,6,Pave,SLvl,Attchd,Sawyer,42.035094,-93.677012
1977,Good,Typical,8927,2,119500,0,10,Pave,One_and_Half_Fin,Attchd,Sawyer,42.036206,-93.677123
1978,Typical,Typical,8930,2,112000,0,8,Pave,One_and_Half_Fin,Attchd,Sawyer,42.036535,-93.677205
1965,Typical,Typical,9937,1,147500,0,6,Pave,One_Story,Attchd,Edwards,42.021244,-93.677407
1964,Good,Typical,9937,1,167000,0,7,Pave,One_Story,Detchd,Edwards,42.021246,-93.677407
1954,Good,Typical,8842,1,155891,0,6,Pave,One_Story,Detchd,Edwards,42.021245,-93.677482
1966,Typical,Typical,8400,1,129000,0,6,Pave,SFoyer,Detchd,Sawyer,42.032098,-93.677504
1968,Typical,Typical,10044,1,144000,0,6,Pave,One_Story,Attchd,Edwards,42.020635,-93.677545
1967,Typical,Typical,9825,1,118500,1,4,Pave,SFoyer,Attchd,Edwards,42.020703,-93.677545
1966,Typical,Typical,9825,1,123000,0,6,Pave,One_Story,Attchd,Edwards,42.020905,-93.677551
1965,Typical,No_Garage,9825,2,100000,0,8,Pave,One_Story,No_Garage,Edwards,42.021041,-93.677553
1966,Typical,Typical,7742,1,127000,0,6,Pave,One_Story,Attchd,Sawyer,42.031139,-93.677601
1967,Fair,Typical,10265,1,145000,0,6,Pave,One_Story,Attchd,Sawyer,42.031248,-93.677717
1968,Typical,Typical,8978,1,108000,0,6,Pave,One_Story,Attchd,Sawyer,42.031203,-93.677778
1967,Typical,Typical,9764,1,130000,0,5,Pave,One_Story,Attchd,Sawyer,42.031123,-93.677945
1967,Typical,Typical,7800,1,130000,0,5,Pave,One_Story,Attchd,Sawyer,42.029863,-93.677991
1966,Typical,Typical,7800,1,137900,0,5,Pave,One_Story,Detchd,Sawyer,42.029924,-93.677992
1967,Good,Typical,8398,1,134500,0,5,Pave,One_Story,Detchd,Sawyer,42.029679,-93.677997
1970,Good,Typical,10200,1,144000,0,5,Pave,SLvl,More_Than_Two_Types,Sawyer,42.029453,-93.678125
1967,Typical,Typical,8521,1,125000,1,5,Pave,One_Story,Detchd,Sawyer,42.029867,-93.678141
1971,Typical,Typical,8425,1,119900,0,6,Pave,One_Story,Detchd,Sawyer,42.029562,-93.678149
1971,Typical,Typical,10820,1,130000,0,4,Pave,SFoyer,Detchd,Sawyer,42.029453,-93.678165
1910,Good,Typical,8777,2,98000,0,6,Pave,Two_Story,Attchd,Edwards,42.0195855,-93.678267
1910,Typical,No_Garage,8777,1,85000,0,4,Pave,One_Story,No_Garage,Edwards,42.01975,-93.678303
1900,Typical,No_Garage,8777,2,145900,0,9,Pave,One_and_Half_Fin,No_Garage,Edwards,42.019937,-93.678304
1949,Typical,Typical,8777,2,108000,0,5,Pave,One_Story,Detchd,Edwards,42.020123,-93.678305
1945,Good,Typical,8777,1,84900,0,5,Pave,One_Story,Detchd,Edwards,42.0203585,-93.6783313
1965,Typical,Fair,9170,1,140000,0,6,Pave,One_Story,Detchd,Edwards,42.0210331,-93.6783521
1920,Fair,Typical,9800,1,67500,0,5,Pave,One_Story,Detchd,Sawyer_West,42.0360754,-93.6790694
1950,Fair,Typical,8400,1,82000,0,4,Pave,One_Story,CarPort,Sawyer_West,42.0365385,-93.6790752
1979,Typical,Typical,7018,2,142953,0,12,Pave,Two_Story,Detchd,Sawyer_West,42.0314606,-93.6790969
1979,Typical,Typical,7018,2,147983,0,8,Pave,Two_Story,Detchd,Sawyer_West,42.031623,-93.679109
1977,Typical,Typical,8400,2,144000,2,10,Pave,One_Story,Detchd,Sawyer_West,42.0362103,-93.6791142
2000,Typical,Typical,7939,4,269500,2,8,Pave,Two_Story,BuiltIn,Sawyer_West,42.0310946,-93.6791251
1979,Typical,Typical,7018,0,153337,2,6,Pave,SFoyer,Detchd,Sawyer_West,42.031834,-93.6791403
1979,Typical,Typical,7040,0,148325,2,6,Pave,SFoyer,Detchd,Sawyer_West,42.0312822,-93.6791456
1996,Typical,Typical,21533,2,210900,1,9,Pave,Two_Story,Attchd,College_Creek,42.01869,-93.679147
1999,Typical,Typical,15750,2,220000,1,5,Pave,One_Story,Attchd,College_Creek,42.0181479,-93.67915
2000,Typical,Typical,7976,4,269500,2,8,Pave,Two_Story,BuiltIn,Sawyer_West,42.0309301,-93.679181
1997,Typical,Typical,12798,2,200000,0,8,Pave,Two_Story,Attchd,Clear_Creek,42.025781,-93.679198
1992,Typical,Typical,53107,2,240000,2,9,Pave,Two_Story,Attchd,Clear_Creek,42.027969,-93.679216
1992,Typical,Typical,16698,2,233500,1,7,Pave,Two_Story,Attchd,Clear_Creek,42.02792,-93.679297
1999,Typical,Typical,17227,1,246900,1,5,Pave,One_Story,Attchd,College_Creek,42.017753,-93.679505
1997,Typical,Typical,13125,2,208900,1,7,Pave,One_Story,Attchd,College_Creek,42.017854,-93.679505
1979,Typical,Typical,7018,2,118858,0,8,Pave,One_Story,Attchd,Sawyer_West,42.0314669,-93.6795273
1994,Typical,Typical,11927,2,228000,1,7,Pave,One_Story,Attchd,College_Creek,42.018564,-93.679583
1979,Typical,Typical,7007,2,113722,0,8,Pave,One_Story,Attchd,Sawyer_West,42.03057,-93.679781
1979,Typical,Typical,7018,2,118858,0,8,Pave,One_Story,Attchd,Sawyer_West,42.031545,-93.679784
1979,Fair,Typical,7018,2,118964,0,8,Pave,One_Story,Attchd,Sawyer_West,42.031622,-93.679784
1880,Typical,Typical,26400,1,131000,1,7,Pave,Two_Story,Attchd,Sawyer_West,42.03252,-93.679789
1995,Good,Typical,11250,2,237000,1,8,Pave,Two_Story,Attchd,College_Creek,42.017867,-93.679803
2002,Typical,Typical,11248,2,285000,1,7,Pave,One_Story,Attchd,College_Creek,42.018017,-93.679805
2000,Typical,Typical,11855,4,269500,2,8,Pave,Two_Story,BuiltIn,Sawyer_West,42.030531,-93.679856
1994,Good,Typical,8750,2,210000,1,8,Pave,Two_Story,Attchd,College_Creek,42.017866,-93.67994
1996,Typical,Typical,15295,2,211000,2,7,Pave,Two_Story,Attchd,College_Creek,42.0185298,-93.6800822
1993,Good,Typical,9069,2,224500,0,8,Pave,SFoyer,Attchd,Sawyer_West,42.0315156,-93.6801515
1992,Typical,Typical,9069,1,147000,0,5,Pave,SFoyer,Attchd,Sawyer_West,42.0311198,-93.6801568
1900,Typical,Typical,14235,2,138500,0,6,Pave,One_and_Half_Fin,Detchd,Sawyer_West,42.0298532,-93.6801805
1928,Typical,Fair,9000,1,76000,0,5,Pave,One_and_Half_Unf,Detchd,Sawyer_West,42.035287,-93.680198
1997,Good,Typical,10126,2,185000,0,8,Pave,SFoyer,Attchd,College_Creek,42.016262,-93.68031
1968,Fair,Typical,12000,2,158900,1,6,Pave,One_Story,Attchd,Clear_Creek,42.024592,-93.680401
1996,Typical,Typical,11883,2,203000,1,6,Pave,One_Story,Attchd,College_Creek,42.018875,-93.680706
1996,Typical,Typical,8750,2,191000,1,7,Pave,Two_Story,Attchd,College_Creek,42.017856,-93.680782
1997,Typical,Typical,9375,2,240000,1,9,Pave,Two_Story,Attchd,College_Creek,42.018721,-93.680864
1994,Good,Typical,9317,2,220000,1,7,Pave,Two_Story,Attchd,Sawyer_West,42.030801,-93.681061
1993,Typical,Typical,9317,2,213000,1,7,Pave,Two_Story,Attchd,Sawyer_West,42.030625,-93.681063
2003,Typical,Typical,4435,1,131500,0,3,Pave,One_Story,Attchd,College_Creek,42.016277,-93.681085
2002,Typical,Typical,12782,2,279500,1,7,Pave,One_Story,Attchd,College_Creek,42.018866,-93.681109
2003,Typical,Typical,4435,1,136500,0,3,Pave,One_Story,Attchd,College_Creek,42.016277,-93.681121
1995,Typical,Typical,11454,2,225000,1,6,Pave,SLvl,Attchd,Sawyer_West,42.030276,-93.681136
2003,Typical,Typical,4435,1,133000,0,4,Pave,One_Story,Attchd,College_Creek,42.016275,-93.681191
2001,Typical,Typical,12728,2,275000,1,7,Pave,Two_Story,Attchd,College_Creek,42.018864,-93.681196
1993,Typical,Typical,11228,2,228000,1,9,Pave,Two_Story,Attchd,Sawyer_West,42.029437,-93.681199
2003,Typical,Typical,4435,1,143750,0,4,Pave,One_Story,Attchd,College_Creek,42.016275,-93.681227
1995,Typical,Typical,10000,2,240000,1,8,Pave,Two_Story,Attchd,College_Creek,42.017856,-93.681274
2003,Typical,Typical,4435,1,144000,0,4,Pave,One_Story,Attchd,College_Creek,42.016274,-93.681297
1997,Typical,Typical,8750,2,210000,1,7,Pave,One_Story,Attchd,College_Creek,42.018006,-93.681343
1964,Good,Typical,36500,2,190000,0,7,Pave,One_Story,Attchd,Clear_Creek,42.028168,-93.681349
1993,Typical,Typical,3612,2,137000,0,5,Pave,Two_Story,Detchd,Landmark,42.021785,-93.681378
2004,Typical,Typical,4438,1,144500,1,4,Pave,One_Story,Attchd,College_Creek,42.016122,-93.681401
1965,Typical,Typical,7800,1,119900,0,6,Pave,One_Story,Detchd,Sawyer_West,42.035235,-93.681407
1997,Typical,Typical,9375,2,219500,0,8,Pave,Two_Story,Attchd,College_Creek,42.017856,-93.681411
2004,Typical,Typical,4438,1,149000,1,3,Pave,One_Story,Attchd,College_Creek,42.016121,-93.681436
2003,Typical,Typical,4435,1,140000,0,4,Pave,One_Story,Attchd,College_Creek,42.016271,-93.681439
1998,Typical,Typical,11250,2,227000,1,8,Pave,Two_Story,Attchd,College_Creek,42.017856,-93.681479
1966,Typical,Typical,8900,1,107000,0,5,Pave,One_Story,Detchd,Sawyer_West,42.035795,-93.681595
2000,Typical,Typical,9750,2,213000,1,6,Pave,One_Story,Attchd,College_Creek,42.016797,-93.68167
2004,Typical,Typical,9100,2,216837,1,8,Pave,One_Story,Attchd,College_Creek,42.017186,-93.681895
1993,Good,Typical,10560,2,239900,1,8,Pave,Two_Story,Attchd,Sawyer_West,42.030623,-93.682025
1993,Typical,Typical,9938,2,236000,1,8,Pave,Two_Story,Attchd,Sawyer_West,42.03068,-93.682026
1994,Typical,Typical,9938,2,226500,1,7,Pave,One_Story,Attchd,Sawyer_West,42.03085,-93.682029
1993,Typical,Typical,14171,2,225000,1,9,Pave,Two_Story,Attchd,Sawyer_West,42.031077,-93.682032
1969,Typical,Typical,21453,1,180000,2,4,Pave,SLvl,Attchd,Clear_Creek,42.025573,-93.682095
1971,Typical,Typical,8816,1,155000,0,6,Pave,SLvl,Attchd,Clear_Creek,42.024318,-93.682138
1992,Typical,Typical,10041,2,220000,1,8,Pave,Two_Story,Attchd,Sawyer_West,42.029884,-93.68216
1996,Typical,Typical,10541,2,229000,1,8,Pave,SLvl,Attchd,Sawyer_West,42.030621,-93.682175
1995,Typical,Typical,9828,2,239500,1,8,Pave,Two_Story,Attchd,Sawyer_West,42.030678,-93.682176
2001,Typical,Typical,9100,2,178000,0,6,Pave,One_Story,Attchd,College_Creek,42.016819,-93.68218
1993,Typical,Typical,9554,2,215000,1,8,Pave,Two_Story,Attchd,Sawyer_West,42.030933,-93.68218
1958,Typical,Typical,159000,2,277000,2,7,Pave,One_and_Half_Fin,Attchd,Clear_Creek,42.027956,-93.682439
1966,Typical,Typical,12205,2,187500,0,9,Pave,Two_Story,Attchd,Clear_Creek,42.024734,-93.6825099
1967,Typical,Typical,28698,2,185000,0,7,Pave,Two_Story,Attchd,Clear_Creek,42.0255464,-93.6825646
2001,Typical,Typical,11885,2,261500,1,7,Pave,Two_Story,BuiltIn,College_Creek,42.01877,-93.682623
1966,Typical,Typical,11500,2,195000,1,6,Pave,One_Story,Attchd,Clear_Creek,42.0249247,-93.6826513
1998,Typical,Typical,12137,2,224900,0,6,Pave,One_Story,Attchd,College_Creek,42.017749,-93.682686
1998,Typical,Typical,9750,2,274300,1,8,Pave,Two_Story,Detchd,College_Creek,42.017858,-93.682686
2001,Typical,Typical,11838,2,236500,1,7,Pave,One_Story,Attchd,College_Creek,42.018847,-93.68269
1998,Typical,Typical,11404,2,222500,1,8,Pave,Two_Story,Attchd,College_Creek,42.018006,-93.682718
2000,Typical,Typical,11354,2,270000,1,7,Pave,One_Story,Attchd,College_Creek,42.018849,-93.682805
1972,Typical,Typical,7200,1,119900,0,5,Pave,One_Story,Detchd,College_Creek,42.020998,-93.682979
2000,Typical,Typical,11050,2,313000,2,8,Pave,Two_Story,Attchd,College_Creek,42.018703,-93.682983
2004,Typical,Typical,4426,1,141000,1,3,Pave,One_Story,Attchd,College_Creek,42.015927,-93.682991
2004,Typical,Typical,4426,1,149300,1,3,Pave,One_Story,Attchd,College_Creek,42.015927,-93.683127
1972,Typical,Typical,15523,1,133500,1,5,Pave,One_Story,Attchd,College_Creek,42.020666,-93.683157
1972,Typical,Typical,7180,1,127000,0,5,Pave,One_Story,Detchd,College_Creek,42.020796,-93.683158
1972,Typical,Excellent,7200,1,127000,0,5,Pave,One_Story,Detchd,College_Creek,42.020861,-93.683158
1972,Typical,Typical,7200,1,123000,0,6,Pave,One_Story,Detchd,College_Creek,42.020991,-93.683159
1993,Good,Typical,12361,2,218000,1,8,Pave,Two_Story,More_Than_Two_Types,Sawyer_West,42.033783,-93.683167
1972,Good,Typical,7200,1,117000,0,5,Pave,One_Story,Detchd,College_Creek,42.021737,-93.683169
1972,Good,Typical,7200,1,133900,0,5,Pave,SFoyer,Detchd,College_Creek,42.021788,-93.68317
1990,Typical,Typical,11839,2,262280,1,10,Pave,Two_Story,Attchd,Sawyer_West,42.031766,-93.683223
1989,Typical,Typical,11287,2,228500,1,7,Pave,Two_Story,Attchd,Sawyer_West,42.031566,-93.683226
1972,Typical,Typical,7700,1,112500,0,5,Pave,One_Story,Detchd,College_Creek,42.021056,-93.683235
1989,Typical,Typical,12128,2,209000,1,9,Pave,Two_Story,Attchd,Sawyer_West,42.032493,-93.683235
1972,Typical,Typical,9800,1,149900,0,5,Pave,One_Story,Attchd,College_Creek,42.021889,-93.683246
1990,Typical,Typical,12376,3,320000,2,11,Pave,Two_Story,Attchd,Sawyer_West,42.030601,-93.68329
1995,Typical,Typical,9771,2,260000,1,9,Pave,Two_Story,BuiltIn,Sawyer_West,42.033912,-93.683302
1972,Typical,Typical,7200,1,124900,0,4,Pave,One_Story,Detchd,College_Creek,42.020991,-93.683309
1991,Typical,Typical,13125,2,238000,1,8,Pave,Two_Story,Attchd,Sawyer_West,42.032467,-93.683309
1990,Typical,Typical,14684,2,271900,1,7,Pave,One_Story,Attchd,Sawyer_West,42.03254,-93.68341
2007,Typical,Typical,9627,2,193000,0,6,Pave,One_Story,Attchd,College_Creek,42.015368,-93.683435
2005,Typical,Typical,8846,2,173900,0,6,Pave,Two_Story,Attchd,College_Creek,42.015765,-93.683435
2007,Typical,Typical,11058,2,218836,0,6,Pave,One_Story,Attchd,College_Creek,42.015975,-93.683435
1972,Good,Typical,9560,1,128500,0,5,Pave,One_Story,Attchd,College_Creek,42.021811,-93.683468
1986,Typical,Typical,10380,2,301000,1,8,Pave,Two_Story,Attchd,Sawyer_West,42.031546,-93.68347
1972,Typical,Typical,8445,1,133000,0,5,Pave,SFoyer,Detchd,College_Creek,42.020843,-93.68351
1976,Typical,Typical,20064,0,279000,2,5,Pave,One_Story,Attchd,Clear_Creek,42.024305,-93.683612
2004,Typical,Typical,4426,1,145000,0,3,Pave,One_Story,Attchd,College_Creek,42.016254,-93.68369
2004,Typical,Typical,4426,1,143000,0,3,Pave,One_Story,Attchd,College_Creek,42.016253,-93.6837
1999,Typical,Typical,10566,2,268500,1,8,Pave,Two_Story,Attchd,College_Creek,42.016904,-93.683718
1972,Typical,Typical,7480,1,127000,0,5,Pave,One_Story,Detchd,College_Creek,42.021133,-93.683727
2004,Typical,Typical,4435,1,155900,1,3,Pave,One_Story,Attchd,College_Creek,42.016252,-93.683728
2005,Typical,Typical,9045,2,167000,0,6,Pave,Two_Story,Attchd,College_Creek,42.01469,-93.683732
2005,Typical,Typical,8767,2,164990,1,6,Pave,One_Story,Attchd,College_Creek,42.014593,-93.683758
2006,Typical,Typical,15611,2,233230,1,8,Pave,Two_Story,Attchd,College_Creek,42.016618,-93.683777
